,PC6,M_INKHH
1476,1017NA,11
1477,1017NB,10
1478,1017NC,11
1479,1017ND,11
1480,1017NE,2
1481,1017NG,2
1482,1017NH,8
1483,1017NJ,8
1484,1017NK,9
1485,1017NL,9
1486,1017NM,2
1487,1017NN,7
1488,1017NP,9
1489,1017NR,7
1490,1017PC,5
1491,1017PH,7
1492,1017PJ,1
1493,1017PL,8
1494,1017PM,8
1495,1017PN,4
1496,1017PP,1
1497,1017PV,8
1498,1017PW,9
1499,1017PX,1
1500,1017PZ,7
1501,1017RA,2
1502,1017RB,2
1503,1017RC,1
1504,1017RD,5
1505,1017RE,8
1506,1017RG,2
1507,1017RH,8
1508,1017RJ,8
1509,1017RK,2
1510,1017RL,5
1511,1017RM,2
1512,1017RN,8
1513,1017RS,7
1514,1017RT,10
1515,1017RV,4
1516,1017RW,11
1517,1017RX,8
1518,1017SC,8
1519,1017SE,4
1520,1017SG,8
1521,1017SH,4
1522,1017SJ,5
1523,1017SK,5
1524,1017SL,8
1525,1017SM,5
1526,1017SN,10
1527,1017SP,9
1528,1017SR,8
1529,1017ST,7
1530,1017SV,8
1531,1017SW,11
1532,1017SX,9
1533,1017SZ,9
1534,1017TA,10
1535,1017TB,9
1536,1017TC,5
1537,1017TD,7
1538,1017TE,7
1539,1017TG,5
1540,1017TH,5
1541,1017TJ,8
1542,1017TK,5
1543,1017TL,2
1544,1017TM,9
1545,1017TN,7
1546,1017TP,8
1547,1017TR,9
1548,1017TS,5
1549,1017TT,11
1550,1017TV,9
1551,1017TW,10
1552,1017TX,8
1553,1017TZ,8
1554,1017VA,8
1555,1017VB,5
1556,1017VC,2
1557,1017VD,7
1558,1017VE,9
1559,1017VG,2
1560,1017VH,2
1561,1017VJ,4
1562,1017VK,8
1563,1017VL,8
1564,1017VM,1
1565,1017VN,5
1566,1017VP,8
1567,1017VR,2
1568,1017VS,8
1569,1017VT,8
1570,1017VV,8
1571,1017VW,5
1572,1017VX,9
1573,1017VZ,5
1574,1017WB,8
1575,1017WC,7
1576,1017WD,7
1577,1017WE,11
1578,1017WG,8
1579,1017WH,9
1580,1017WJ,8
1581,1017WK,8
1582,1017WL,8
1583,1017WN,4
1584,1017WS,9
1585,1017WV,11
1586,1017WZ,5
1587,1017XA,8
1588,1017XB,9
1589,1017XC,5
1590,1017XD,2
1591,1017XE,4
1592,1017XG,10
1593,1017XH,7
1594,1017XJ,5
1595,1017XL,5
1596,1017XM,5
1597,1017XN,11
1598,1017XR,10
1599,1017XS,10
1600,1017XT,2
1601,1017XW,8
1602,1017XX,8
1603,1017XZ,11
1604,1017ZA,11
1605,1017ZB,9
1606,1017ZC,11
1607,1017ZE,11
1608,1017ZG,8
1609,1017ZH,1
1610,1017ZJ,10
1611,1017ZK,10
1612,1017ZL,10
1613,1017ZM,7
1614,1017ZR,9
1615,1017ZS,11
1616,1017ZT,10
1617,1017ZV,10
1618,1017ZX,5
1619,1018AA,8
1620,1018AB,2
1621,1018AC,1
1622,1018AD,11
1623,1018AG,9
1624,1018AJ,5
1625,1018AK,9
1626,1018AM,10
1627,1018AN,2
1628,1018AP,8
1629,1018AR,4
1630,1018AS,5
1631,1018AT,5
1632,1018AV,7
1633,1018AW,11
1634,1018AX,7
1635,1018AZ,5
1636,1018BA,5
1637,1018BB,7
1638,1018BC,8
1639,1018BD,5
1640,1018BE,7
1641,1018BG,5
1642,1018BH,4
1643,1018BJ,4
1644,1018BK,9
1645,1018BL,5
1646,1018BM,8
1647,1018BN,8
1648,1018BR,1
1649,1018BS,7
1650,1018BT,8
1651,1018BV,10
1652,1018BW,5
1653,1018BX,11
1654,1018BZ,10
1655,1018CC,9
1656,1018CD,10
1657,1018CE,11
1658,1018CG,8
1659,1018CH,8
1660,1018CK,8
1661,1018CL,8
1662,1018CM,10
1663,1018CN,9
1664,1018CP,7
1665,1018CR,9
1666,1018CS,5
1667,1018CT,7
1668,1018CV,7
1669,1018CW,10
1670,1018CX,11
1671,1018DA,10
1672,1018DB,5
1673,1018DD,9
1674,1018DG,10
1675,1018DH,10
1676,1018DJ,9
1677,1018DK,10
1678,1018DM,11
1679,1018DN,1
1680,1018DP,1
1681,1018DR,8
1682,1018DS,4
1683,1018DT,7
1684,1018DW,5
1685,1018DX,5
1686,1018DZ,5
1687,1018EA,7
1688,1018EB,7
1689,1018EC,5
1690,1018ED,8
1691,1018EE,5
1692,1018EG,5
1693,1018EJ,9
1694,1018EK,8
1695,1018EL,8
1696,1018EM,10
1697,1018EN,8
1698,1018EP,9
1699,1018ER,9
1700,1018ES,8
1701,1018ET,2
1702,1018EW,8
1703,1018EX,7
1704,1018EZ,7
1705,1018GA,10
1706,1018GB,7
1707,1018GD,7
1708,1018GE,10
1709,1018GG,5
1710,1018GH,7
1711,1018GJ,7
1712,1018GM,8
1713,1018GN,11
1714,1018GP,10
1715,1018GS,8
1716,1018GT,10
1717,1018GV,5
1718,1018GW,5
1719,1018GZ,11
1720,1018HA,11
1721,1018HC,11
1722,1018HE,11
1723,1018HH,8
1724,1018HK,5
1725,1018HL,7
1726,1018HM,5
1727,1018HN,4
1728,1018HP,5
1729,1018HR,4
1730,1018HS,5
1731,1018HT,5
1732,1018HV,7
1733,1018HW,5
1734,1018HX,5
1735,1018HZ,8
1736,1018JB,1
1737,1018JC,5
1738,1018JD,2
1739,1018JE,5
1740,1018JG,5
1741,1018JH,7
1742,1018JJ,2
1743,1018JK,5
1744,1018JL,5
1745,1018JM,5
1746,1018JN,4
1747,1018JP,2
1748,1018JR,4
1749,1018JS,8
1750,1018JT,5
1751,1018JV,5
1752,1018JW,5
1753,1018JX,4
1754,1018JZ,5
1755,1018KA,7
1756,1018KB,5
1757,1018KC,8
1758,1018KD,9
1759,1018KE,7
1760,1018KG,9
1761,1018KH,1
1762,1018KJ,1
1763,1018KK,2
1764,1018KM,1
1765,1018KN,7
1766,1018KP,4
1767,1018KR,2
1768,1018KS,5
1769,1018KT,5
1770,1018KV,4
1771,1018KW,2
1772,1018LJ,4
1773,1018LK,4
1774,1018LL,8
1775,1018LM,5
1776,1018LN,5
1777,1018LP,7
1778,1018LR,4
1779,1018LT,4
1780,1018LV,2
1781,1018LX,5
1782,1018LZ,5
1783,1018MA,5
1784,1018MC,2
1785,1018MD,5
1786,1018ME,5
1787,1018MH,2
1788,1018MJ,5
1789,1018MK,2
1790,1018MM,9
1791,1018MN,3
1792,1018MP,5
1793,1018MR,9
1794,1018MS,4
1795,1018MT,10
1796,1018MW,9
1797,1018MX,8
1798,1018MZ,7
1799,1018NA,7
1800,1018NB,5
1801,1018NC,8
1802,1018ND,2
1803,1018NE,4
1804,1018NG,8
1805,1018NJ,2
1806,1018NK,9
1807,1018NL,7
1808,1018NM,9
1809,1018NN,2
1810,1018NR,2
1811,1018NV,2
1812,1018NW,4
1813,1018NX,5
1814,1018NZ,2
1815,1018PA,2
1816,1018PB,2
1817,1018PC,5
1818,1018PE,5
1819,1018PH,5
1820,1018PR,4
1821,1018PS,8
1822,1018PV,2
1823,1018PW,5
1824,1018PX,10
1825,1018RA,5
1826,1018RC,5
1827,1018RG,2
1828,1018RH,2
1829,1018RJ,1
1830,1018RK,4
1831,1018RL,10
1832,1018RR,9
1833,1018RS,2
1834,1018RT,5
1835,1018RV,2
1836,1018RW,2
1837,1018RX,9
1838,1018RZ,10
1839,1018SG,2
1840,1018SH,2
1841,1018SJ,2
1842,1018SK,5
1843,1018SL,2
1844,1018SM,1
1845,1018SP,10
1846,1018ST,4
1847,1018SV,9
1848,1018SW,10
1849,1018SX,10
1850,1018SZ,11
1851,1018TA,8
1852,1018TB,9
1853,1018TC,5
1854,1018TE,9
1855,1018TG,2
1856,1018TH,5
1857,1018TJ,9
1858,1018TK,11
1859,1018TL,8
1860,1018TM,11
1861,1018TN,4
1862,1018TR,5
1863,1018TS,8
1864,1018TT,8
1865,1018TV,2
1866,1018TW,9
1867,1018TZ,9
1868,1018VA,7
1869,1018VB,2
1870,1018VD,9
1871,1018VG,7
1872,1018VJ,2
1873,1018VK,9
1874,1018VL,2
1875,1018VM,9
1876,1018VP,5
1877,1018VR,9
1878,1018VS,8
1879,1018VT,9
1880,1018VV,11
1881,1018VW,9
1882,1018VX,5
1883,1018VZ,8
1884,1018WA,9
1885,1018WC,8
1886,1018WD,5
1887,1018WE,8
1888,1018WG,5
1889,1018WH,2
1890,1018WK,1
1891,1018WL,9
1892,1018WM,7
1893,1018WN,5
1894,1018WP,4
1895,1018WR,9
1896,1018WS,5
1897,1018WT,11
1898,1018WV,5
1899,1018WW,10
1900,1018WZ,8
1901,1018XB,2
1902,1018XC,2
1903,1018XD,4
1904,1018XE,7
1905,1018XG,1
1906,1018XH,7
1907,1018XJ,5
1908,1018XK,5
1909,1018XL,8
1910,1018XM,5
1911,1018XN,5
1912,1018XP,5
1913,1018XS,8
1914,1018XT,5
1915,1018XW,7
1916,1018XX,9
1917,1018XZ,4
1918,1018ZA,2
1919,1018ZC,4
1920,1018ZD,7
1921,1018ZE,7
1922,1018ZG,7
1923,1018ZH,5
1924,1018ZJ,4
1925,1018ZK,5
1926,1018ZL,8
1927,1018ZM,2
1928,1018ZN,8
1929,1018ZP,5
1930,1018ZR,4
1931,1018ZS,8
1932,1018ZT,2
1933,1018ZV,11
1934,1018ZW,9
1935,1018ZX,4
1936,1018ZZ,2
1937,1019AA,5
1938,1019AW,8
1939,1019AX,11
1940,1019AZ,10
1941,1019BB,11
1942,1019BD,11
1943,1019BG,9
1944,1019BK,10
1945,1019BL,2
1946,1019BM,2
1947,1019BN,5
1948,1019BP,2
1949,1019BT,9
1950,1019BW,11
1951,1019BX,11
1952,1019BZ,11
1953,1019CL,2
1954,1019CN,2
1955,1019CP,5
1956,1019CR,5
1957,1019CS,7
1958,1019CT,5
1959,1019CV,7
1960,1019CX,4
1961,1019DC,11
1962,1019DH,7
1963,1019DJ,11
1964,1019DK,10
1965,1019DL,4
1966,1019DM,2
1967,1019DN,9
1968,1019DP,7
1969,1019DR,10
1970,1019DS,11
1971,1019DT,9
1972,1019DV,11
1973,1019DX,7
1974,1019DZ,9
1975,1019EA,7
1976,1019EB,5
1977,1019EC,2
1978,1019ED,11
1979,1019EE,7
1980,1019EG,7
1981,1019EL,3
1982,1019EN,2
1983,1019EP,2
1984,1019ER,5
1985,1019ES,2
1986,1019ET,7
1987,1019EV,2
1988,1019EW,10
1989,1019EX,5
1990,1019EZ,10
1991,1019GA,2
1992,1019GB,3
1993,1019GC,3
1994,1019GD,7
1995,1019GE,4
1996,1019GG,5
1997,1019GH,2
1998,1019GJ,5
1999,1019GK,5
2000,1019GL,2
2001,1019GM,11
2002,1019GN,5
2003,1019GP,5
2004,1019GR,7
2005,1019GS,5
2006,1019GT,8
2007,1019GV,5
2008,1019GW,8
2009,1019GX,2
2010,1019HB,9
2011,1019HC,9
2012,1019HD,11
2013,1019HE,11
2014,1019HG,9
2015,1019HH,10
2016,1019HJ,10
2017,1019HK,10
2018,1019HM,11
2019,1019HN,11
2020,1019HP,11
2021,1019HR,11
2022,1019HS,9
2023,1019HT,10
2024,1019HW,4
2025,1019HX,7
2026,1019HZ,9
2027,1019JD,2
2028,1019JE,5
2029,1019JG,8
2030,1019JH,5
2031,1019JJ,4
2032,1019JL,4
2033,1019JR,7
2034,1019JT,11
2035,1019JV,7
2036,1019JW,8
2037,1019JX,9
2038,1019JZ,9
2039,1019KA,2
2040,1019KB,4
2041,1019KC,2
2042,1019KD,2
2043,1019KE,9
2044,1019KH,4
2045,1019KJ,10
2046,1019KK,11
2047,1019KL,4
2048,1019KN,5
2049,1019KR,10
2050,1019KS,10
2051,1019KV,5
2052,1019KW,5
2053,1019LD,11
2054,1019LG,10
2055,1019LH,11
2056,1019LJ,11
2057,1019LK,11
2058,1019LL,11
2059,1019LM,5
2060,1019LN,5
2061,1019LP,5
2062,1019LR,7
2063,1019LS,7
2064,1019LT,5
2065,1019LW,5
2066,1019LX,7
2067,1019LZ,8
2068,1019MB,8
2069,1019MC,2
2070,1019MD,5
2071,1019ME,9
2072,1019MG,7
2073,1019MJ,5
2074,1019MK,8
2075,1019MN,5
2076,1019MP,4
2077,1019MR,2
2078,1019MS,4
2079,1019NA,11
2080,1019NB,10
2081,1019NC,9
2082,1019ND,10
2083,1019NE,11
2084,1019NH,5
2085,1019NJ,10
2086,1019NL,5
2087,1019NM,5
2088,1019NN,2
2089,1019PA,2
2090,1019PB,8
2091,1019PC,7
2092,1019PE,11
2093,1019PG,11
2094,1019PH,8
2095,1019PJ,9
2096,1019PK,11
2097,1019PL,8
2098,1019PM,9
2099,1019PN,5
2100,1019PP,5
2101,1019PR,8
2102,1019PS,10
2103,1019PT,5
2104,1019PV,4
2105,1019PW,11
2106,1019PX,9
2107,1019PZ,5
2108,1019RA,11
2109,1019RB,8
2110,1019RC,9
2111,1019RD,8
2112,1019RE,7
2113,1019RG,8
2114,1019RH,10
2115,1019RJ,7
2116,1019RK,8
2117,1019RL,9
2118,1019RM,10
2119,1019RN,11
2120,1019RP,11
2121,1019RR,11
2122,1019RS,9
2123,1019RT,10
2124,1019RV,11
2125,1019RW,11
2126,1019RX,5
2127,1019RZ,5
2128,1019SB,8
2129,1019SC,9
2130,1019SE,10
2131,1019SG,9
2132,1019SH,10
2133,1019SJ,10
2134,1019SK,11
2135,1019SL,10
2136,1019TA,11
2137,1019TB,10
2138,1019TD,10
2139,1019TE,10
2140,1019TH,10
2141,1019TJ,11
2142,1019TK,9
2143,1019TL,9
2144,1019TM,11
2145,1019TN,10
2146,1019TP,8
2147,1019TR,10
2148,1019TS,11
2149,1019TT,11
2150,1019TW,7
2151,1019TX,7
2152,1019TZ,5
2153,1019WB,4
2154,1019WC,9
2155,1019WD,11
2156,1019WE,11
2157,1019WG,9
2158,1019WJ,9
2159,1019WK,9
2160,1019WL,9
2161,1019WN,9
2162,1019WV,10
2163,1019WX,11
2164,1019WZ,11
2165,1019XA,9
2166,1019XB,10
2167,1019XC,11
2168,1019XD,10
2169,1019XE,11
2170,1019XG,9
2171,1019XH,10
2172,1021BM,5
2173,1021BN,5
2174,1021BP,1
2175,1021BR,4
2176,1021BS,5
2177,1021BV,5
2178,1021BW,1
2179,1021BX,2
2180,1021BZ,2
2181,1021CE,5
2182,1021CH,2
2183,1021CJ,2
2184,1021CK,2
2185,1021CL,3
2186,1021CM,2
2187,1021CN,2
2188,1021CP,10
2189,1021CR,2
2190,1021CS,5
2191,1021CT,2
2192,1021CV,2
2193,1021CW,7
2194,1021CX,8
2195,1021CZ,2
2196,1021EB,2
2197,1021EC,2
2198,1021ED,2
2199,1021EE,2
2200,1021EG,2
2201,1021EH,4
2202,1021EJ,2
2203,1021EK,2
2204,1021EL,1
2205,1021EM,2
2206,1021EN,2
2207,1021EP,2
2208,1021ET,2
2209,1021EV,5
2210,1021EX,2
2211,1021EZ,2
2212,1021GC,5
2213,1021GE,4
2214,1021GH,2
2215,1021GJ,2
2216,1021GK,2
2217,1021GL,2
2218,1021GM,1
2219,1021GN,5
2220,1021GP,7
2221,1021GS,5
2222,1021GV,4
2223,1021GW,4
2224,1021GX,5
2225,1021GZ,2
2226,1021HC,2
2227,1021HG,10
2228,1021HJ,2
2229,1021HK,2
2230,1021HL,2
2231,1021HN,5
2232,1021HP,4
2233,1021HR,10
2234,1021HS,2
2235,1021HT,5
2236,1021HV,5
2237,1021HW,1
2238,1021HX,8
2239,1021HZ,2
2240,1021JA,2
2241,1021JB,5
2242,1021JC,5
2243,1021JD,2
2244,1021JE,7
2245,1021JG,5
2246,1021JH,2
2247,1021JL,9
2248,1021JM,2
2249,1021JN,5
2250,1021JT,1
2251,1021JV,1
2252,1021LA,2
2253,1021LB,7
2254,1021LC,5
2255,1021LD,7
2256,1021LE,5
2257,1021LG,2
2258,1021LH,5
2259,1021LJ,2
2260,1021LK,5
2261,1021LL,2
2262,1021LM,2
2263,1021LN,2
2264,1021LP,2
2265,1021LR,9
2266,1021LS,5
2267,1021LT,5
2268,1021LV,2
2269,1021LW,2
2270,1021LX,4
2271,1021LZ,5
2272,1021NA,2
2273,1021NB,2
2274,1021ND,5
2275,1021NE,2
2276,1021NG,5
2277,1021NH,2
2278,1021NJ,5
2279,1021NK,7
2280,1021NL,8
2281,1021NM,5
2282,1021NN,5
2283,1021NP,4
2284,1021NR,5
2285,1021NS,7
2286,1021NT,5
2287,1021NV,2
2288,1021NW,4
2289,1021NX,5
2290,1021NZ,2
2291,1021PA,2
2292,1021PC,2
2293,1021PD,2
2294,1021PE,2
2295,1021PG,2
2296,1021PH,2
2297,1021PJ,5
2298,1021PK,7
2299,1021PP,5
2300,1021PR,8
2301,1021PS,2
2302,1021PT,5
2303,1021PW,2
2304,1021TR,7
2305,1021TS,2
2306,1021TT,2
2307,1021TV,1
2308,1021TW,2
2309,1021TX,1
2310,1021TZ,2
2311,1021VA,2
2312,1021VB,2
2313,1021VC,2
2314,1021VD,2
2315,1021VE,2
2316,1021VG,2
2317,1021VH,2
2318,1021VK,5
2319,1021VL,5
2320,1021VN,2
2321,1021VR,2
2322,1021VS,2
2323,1021VT,2
2324,1021VW,2
2325,1021VX,2
2326,1021VZ,2
2327,1022AB,9
2328,1022AC,7
2329,1022AD,9
2330,1022AE,8
2331,1022AH,2
2332,1022AJ,2
2333,1022AK,2
2334,1022AM,1
2335,1022AN,5
2336,1022AP,2
2337,1022AR,2
2338,1022AS,2
2339,1022AT,2
2340,1022AV,2
2341,1022AW,5
2342,1022AX,2
2343,1022AZ,5
2344,1022BA,5
2345,1022BB,5
2346,1022BC,2
2347,1022BD,2
2348,1022BE,2
2349,1022BG,2
2350,1022BH,5
2351,1022BJ,2
2352,1022BK,4
2353,1022BL,4
2354,1022CA,2
2355,1022CB,5
2356,1022CC,5
2357,1022KB,7
2358,1022KC,9
2359,1022KE,10
2360,1022KH,9
2361,1022KJ,10
2362,1022KK,9
2363,1022KL,9
2364,1022XA,5
2365,1022XB,8
2366,1022XD,7
2367,1022XG,9
2368,1022XK,2
2369,1022XL,7
2370,1022XM,8
2371,1022XN,3
2372,1022XR,5
2373,1022XS,2
2374,1022XT,5
2375,1022XV,2
2376,1022XW,8
2377,1022XX,8
2378,1022XZ,8
2379,1023AA,5
2380,1023AB,5
2381,1023AD,8
2382,1023AE,5
2383,1023AH,4
2384,1023AJ,8
2385,1023AK,5
2386,1023AM,5
2387,1023AN,8
2388,1023AP,8
2389,1023AR,8
2390,1023AS,8
2391,1023AT,2
2392,1023AV,5
2393,1023AW,2
2394,1023BA,5
2395,1023BB,5
2396,1023BC,5
2397,1023BD,2
2398,1023BE,2
2399,1023BG,2
2400,1023BJ,11
2401,1023BK,11
2402,1023BL,8
2403,1023BM,11
2404,1023BN,11
2405,1023BP,11
2406,1023BR,10
2407,1023BS,10
2408,1023BT,11
2409,1023BX,5
2410,1023CA,10
2411,1023CB,5
2412,1023CC,2
2413,1023CD,5
2414,1023CE,5
2415,1023CG,5
2416,1023CH,8
2417,1023CJ,5
2418,1023CK,5
2419,1023CL,2
2420,1023CN,7
2421,1023CP,5
2422,1023CR,5
2423,1023CT,5
2424,1023CV,5
2425,1023CX,5
2426,1023EA,5
2427,1023EB,5
2428,1023EC,5
2429,1023ED,2
2430,1023EE,5
2431,1023EG,8
2432,1023EH,5
2433,1023EJ,2
2434,1023EK,5
2435,1023EL,7
2436,1023EM,2
2437,1023EN,2
2438,1023NA,10
2439,1023NB,10
2440,1023NC,11
2441,1023ND,11
2442,1023NE,11
2443,1023NG,10
2444,1023NH,10
2445,1023NK,11
2446,1023NM,8
2447,1023NN,11
2448,1023NT,9
2449,1023NV,10
2450,1023SR,2
2451,1023SV,2
2452,1023SZ,2
2453,1023TB,2
2454,1023TC,2
2455,1023TD,2
2456,1023TE,2
2457,1023TG,5
2458,1023TH,2
2459,1023TJ,2
2460,1023TK,2
2461,1023TL,2
2462,1023TM,3
2463,1023TN,5
2464,1023TP,5
2465,1023TR,5
2466,1023TS,3
2467,1023TT,2
2468,1023TV,2
2469,1023TX,2
2470,1023VA,2
2471,1023VB,5
2472,1023VC,5
2473,1023VD,5
2474,1023VE,5
2475,1023VG,5
2476,1023VH,5
2477,1023VJ,5
2478,1023VK,2
2479,1023VL,2
2480,1023VM,7
2481,1023VN,2
2482,1023VP,8
2483,1023VR,2
2484,1023VT,5
2485,1023VV,5
2486,1023VW,5
2487,1023VX,2
2488,1023VZ,7
2489,1023XA,2
2490,1023XB,5
2491,1023XC,5
2492,1023XE,2
2493,1023XG,5
2494,1023XH,5
2495,1023XJ,3
2496,1023XK,3
2497,1023XL,8
2498,1023XM,5
2499,1023XN,2
2500,1023XP,3
2501,1023XR,5
2502,1023XS,5
2503,1023XV,5
2504,1023XW,5
2505,1023XX,5
2506,1023XZ,5
2507,1023ZB,8
2508,1023ZC,2
2509,1023ZD,5
2510,1023ZE,8
2511,1024AA,9
2512,1024AB,9
2513,1024AC,10
2514,1024AD,10
2515,1024AE,8
2516,1024AG,10
2517,1024AH,9
2518,1024AJ,9
2519,1024AK,8
2520,1024AL,8
2521,1024AM,8
2522,1024AN,5
2523,1024AP,5
2524,1024AR,7
2525,1024AS,7
2526,1024AT,8
2527,1024AV,8
2528,1024AW,5
2529,1024AX,5
2530,1024AZ,8
2531,1024BA,5
2532,1024BB,7
2533,1024BC,8
2534,1024BD,7
2535,1024BE,9
2536,1024BG,8
2537,1024BH,5
2538,1024BJ,5
2539,1024BK,2
2540,1024BL,2
2541,1024BM,5
2542,1024BN,5
2543,1024BP,5
2544,1024BR,2
2545,1024BS,5
2546,1024BT,5
2547,1024BV,4
2548,1024BW,5
2549,1024BX,8
2550,1024CG,5
2551,1024CH,9
2552,1024CK,5
2553,1024CL,8
2554,1024CM,5
2555,1024CN,5
2556,1024CP,5
2557,1024CR,4
2558,1024CS,4
2559,1024CT,5
2560,1024CV,2
2561,1024CW,5
2562,1024CZ,2
2563,1024DB,9
2564,1024DC,8
2565,1024EA,2
2566,1024EH,4
2567,1024EJ,5
2568,1024EK,4
2569,1024EL,5
2570,1024EM,2
2571,1024EN,2
2572,1024EP,2
2573,1024ER,2
2574,1024ES,2
2575,1024ET,2
2576,1024EV,2
2577,1024EW,2
2578,1024EX,4
2579,1024EZ,7
2580,1024GA,2
2581,1024GB,4
2582,1024GC,2
2583,1024GE,2
2584,1024GG,2
2585,1024GH,2
2586,1024GK,2
2587,1024GL,2
2588,1024GM,2
2589,1024GN,2
2590,1024GP,2
2591,1024GR,2
2592,1024GS,2
2593,1024GT,2
2594,1024GV,1
2595,1024GW,2
2596,1024GX,2
2597,1024GZ,2
2598,1024HL,2
2599,1024HM,2
2600,1024HN,2
2601,1024HP,5
2602,1024HR,2
2603,1024HS,2
2604,1024HT,2
2605,1024HV,2
2606,1024HW,2
2607,1024HX,2
2608,1024HZ,2
2609,1024JA,5
2610,1024JB,2
2611,1024JC,2
2612,1024JD,2
2613,1024JE,2
2614,1024JG,2
2615,1024JH,5
2616,1024JJ,2
2617,1024JN,2
2618,1024JP,2
2619,1024JS,2
2620,1024JT,2
2621,1024JV,2
2622,1024JW,4
2623,1024JX,2
2624,1024JZ,10
2625,1024KA,8
2626,1024KB,2
2627,1024KC,4
2628,1024KD,5
2629,1024KE,2
2630,1024KG,2
2631,1024KH,4
2632,1024KJ,2
2633,1024KK,5
2634,1024KL,8
2635,1024KM,8
2636,1024KN,2
2637,1024KP,2
2638,1024KR,2
2639,1024KS,2
2640,1024KT,2
2641,1024KV,8
2642,1024KW,9
2643,1024KX,2
2644,1024KZ,2
2645,1024LA,2
2646,1024LB,2
2647,1024LC,2
2648,1024LD,5
2649,1024LE,2
2650,1024LG,5
2651,1024LH,5
2652,1024LJ,9
2653,1024LK,11
2654,1024LL,2
2655,1024LM,2
2656,1024LN,2
2657,1024LP,4
2658,1024LR,2
2659,1024LT,2
2660,1024LW,8
2661,1024LX,2
2662,1024LZ,2
2663,1024MA,8
2664,1024ME,9
2665,1024MG,8
2666,1024MH,11
2667,1024NA,2
2668,1024NB,8
2669,1024NC,2
2670,1024ND,1
2671,1024NE,2
2672,1024NG,2
2673,1024NH,2
2674,1024NJ,2
2675,1024NK,2
2676,1024NL,9
2677,1024NM,9
2678,1024NN,4
2679,1024NP,5
2680,1024NR,2
2681,1024NS,2
2682,1024NT,2
2683,1024NV,2
2684,1024NW,2
2685,1024NX,2
2686,1024NZ,5
2687,1024PA,5
2688,1024PB,2
2689,1024PC,2
2690,1024PD,2
2691,1024PE,2
2692,1024PG,7
2693,1024PH,8
2694,1024PJ,5
2695,1024PK,8
2696,1024PL,7
2697,1024PM,5
2698,1024PN,7
2699,1024PP,2
2700,1024PR,5
2701,1024PS,5
2702,1024PT,5
2703,1024PV,5
2704,1024PW,2
2705,1024PX,5
2706,1024PZ,5
2707,1024RS,2
2708,1024RT,8
2709,1024RV,5
2710,1024RW,5
2711,1024RX,2
2712,1024RZ,5
2713,1024SB,8
2714,1024SC,4
2715,1024SE,7
2716,1024SG,5
2717,1024SH,2
2718,1024SJ,2
2719,1024SK,7
2720,1024SL,2
2721,1024SM,4
2722,1024SN,2
2723,1024SP,5
2724,1024TJ,2
2725,1024TK,5
2726,1024TL,5
2727,1024TM,5
2728,1024TN,5
2729,1024TP,4
2730,1024TR,5
2731,1024TS,2
2732,1024TV,2
2733,1024TW,5
2734,1024TX,5
2735,1024TZ,2
2736,1024VA,2
2737,1024VB,5
2738,1024VC,5
2739,1024VD,5
2740,1024VE,2
2741,1024VG,2
2742,1024VH,2
2743,1024VJ,2
2744,1024VS,5
2745,1024VT,2
2746,1024VV,2
2747,1024VW,4
2748,1024VX,4
2749,1024VZ,5
2750,1024WC,2
2751,1024WE,2
2752,1024XA,2
2753,1024XB,2
2754,1024XR,8
2755,1024XS,2
2756,1025AA,9
2757,1025AB,4
2758,1025AC,2
2759,1025AD,8
2760,1025AE,8
2761,1025AG,5
2762,1025AH,5
2763,1025AJ,9
2764,1025AK,5
2765,1025AL,10
2766,1025AM,8
2767,1025AN,8
2768,1025AP,10
2769,1025AR,9
2770,1025AT,11
2771,1025AZ,4
2772,1025BA,2
2773,1025BB,2
2774,1025BC,5
2775,1025BD,2
2776,1025BE,2
2777,1025BG,8
2778,1025BJ,5
2779,1025BK,2
2780,1025BL,5
2781,1025BM,2
2782,1025BN,1
2783,1025BP,2
2784,1025BR,2
2785,1025BV,2
2786,1025BW,2
2787,1025BX,2
2788,1025BZ,2
2789,1025CB,2
2790,1025CC,2
2791,1025CJ,2
2792,1025CK,5
2793,1025CL,5
2794,1025CM,2
2795,1025CN,2
2796,1025CP,2
2797,1025CR,2
2798,1025CS,2
2799,1025CT,2
2800,1025CV,2
2801,1025CW,8
2802,1025CX,2
2803,1025CZ,2
2804,1025DA,2
2805,1025DB,2
2806,1025DC,2
2807,1025DD,1
2808,1025DE,1
2809,1025DG,1
2810,1025DH,2
2811,1025DJ,2
2812,1025DK,2
2813,1025DL,2
2814,1025DM,5
2815,1025DN,9
2816,1025DP,5
2817,1025DR,8
2818,1025DS,8
2819,1025DT,4
2820,1025DV,8
2821,1025DW,5
2822,1025DX,8
2823,1025DZ,8
2824,1025EA,8
2825,1025EB,5
2826,1025EC,5
2827,1025ED,5
2828,1025EE,8
2829,1025EG,4
2830,1025EH,2
2831,1025EJ,2
2832,1025EK,2
2833,1025EL,4
2834,1025EM,2
2835,1025EN,2
2836,1025EP,2
2837,1025ER,2
2838,1025ES,2
2839,1025GB,2
2840,1025GC,2
2841,1025GD,2
2842,1025GE,2
2843,1025GG,8
2844,1025GH,8
2845,1025GJ,7
2846,1025GK,2
2847,1025GL,5
2848,1025GM,2
2849,1025GN,2
2850,1025GP,2
2851,1025GR,2
2852,1025GS,2
2853,1025GT,2
2854,1025GV,4
2855,1025GW,5
2856,1025GX,5
